comm,parent,sched-in,run-time,min-run,avg-run,max-run,stddev,migrations
cc[77964,-1,1,1.093,1.093,1.093,1.093,0.00,0
ld[79540,-1,1,17.927,17.927,17.927,17.927,0.00,0
cc[79252,-1,1,0.584,0.584,0.584,0.584,0.00,0
cc[79108,-1,1,0.743,0.743,0.743,0.743,0.00,0
cc[78964,-1,1,1.156,1.156,1.156,1.156,0.00,0
cc[78532,-1,1,0.771,0.771,0.771,0.771,0.00,0
cc[80972,-1,1,0.510,0.510,0.510,0.510,0.00,0
cc[80252,-1,1,0.390,0.390,0.390,0.390,0.00,0
cc[78524,-1,1,0.578,0.578,0.578,0.578,0.00,0
cc[80964,-1,1,0.660,0.660,0.660,0.660,0.00,0
cc[78380,-1,1,0.804,0.804,0.804,0.804,0.00,0
cc[77948,-1,1,0.740,0.740,0.740,0.740,0.00,0
ln[79956,-1,2,1.069,0.020,0.534,1.049,96.11,0
cc[79524,-1,1,0.403,0.403,0.403,0.403,0.00,0
cc[79092,-1,1,0.585,0.585,0.585,0.585,0.00,0
cc[80668,-1,1,0.509,0.509,0.509,0.509,0.00,0
